,name,wl,opponent,finish,date,location,weight,moneyline,bet_outcome,nationality,Lstreak,WinTKO,WinDecision
1683,Paul Anthony Kelly,0,Donald Cerrone,Submission,2011-02-05,"Las Vegas, Nevada",Lightweight/Welterweight/Middleweight,175.0,-100.0,English,0.0,1.0,3.0
1684,Paul Anthony Kelly,1,TJ O'Brien,TKO,2010-11-20,"Auburn Hills, Michigan",Lightweight/Welterweight/Middleweight,-255.0,100.0,English,1.0,0.0,3.0
1685,Paul Anthony Kelly,0,Jacob Volkmann,Decision,2010-08-01,"San Diego, California",Lightweight/Welterweight/Middleweight,-160.0,-160.0,English,0.0,0.0,3.0
1686,Paul Anthony Kelly,1,Matt Veach,Submission,2010-04-10,Abu Dhabi,Lightweight/Welterweight/Middleweight,130.0,130.0,English,1.0,0.0,3.0
1687,Paul Anthony Kelly,0,Dennis Siver,TKO,2009-11-14,Manchester,Lightweight/Welterweight/Middleweight,-450.0,-450.0,English,0.0,0.0,3.0
1688,Paul Anthony Kelly,1,Rolando Delgado,Decision,2009-06-13,Cologne,Lightweight/Welterweight/Middleweight,-500.0,100.0,English,0.0,0.0,2.0
1689,Paul Anthony Kelly,1,Troy Mandaloniz,Decision,2009-02-21,London,Lightweight/Welterweight/Middleweight,-325.0,100.0,English,1.0,0.0,1.0
1690,Paul Anthony Kelly,0,Marcus Davis,Submission,2008-10-18,Birmingham,Lightweight/Welterweight/Middleweight,190.0,-100.0,English,0.0,0.0,1.0
1691,Paul Anthony Kelly,1,Paul Taylor,Decision,2008-01-19,Newcastle upon Tyne,Lightweight/Welterweight/Middleweight,165.0,165.0,English,0.0,0.0,0.0
1692,Drew McFedries,0,Tomasz Drwal,Submission,2009-09-19,"Dallas, Texas",Middleweight/Light Heavyweight/Heavyweight,-160.0,-160.0,American,0.0,2.0,0.0
1693,Drew McFedries,1,Xavier Foupa-Pokam,TKO,2009-05-23,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-227.0,100.0,American,2.0,1.0,0.0
1694,Drew McFedries,0,Thales Leites,Submission,2008-10-25,"Rosemont, Illinois",Middleweight/Light Heavyweight/Heavyweight,300.0,-100.0,American,1.0,1.0,0.0
1695,Drew McFedries,0,Mike Massenzio,Submission,2008-09-17,"Omaha, Nebraska",Middleweight/Light Heavyweight/Heavyweight,-250.0,-250.0,American,0.0,1.0,0.0
1696,Drew McFedries,1,Marvin Eastman,TKO,2008-06-21,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-110.0,100.0,American,1.0,0.0,0.0
1697,Drew McFedries,0,Patrick Cote,TKO,2008-01-23,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-115.0,-115.0,American,0.0,0.0,0.0
1699,Erick Silva,1,Josh Koscheck,Submission,2015-03-21,Rio de Janeiro,Welterweight/Middleweight,-405.0,100.0,Brazilian,0.0,2.0,0.0
1700,Erick Silva,1,Mike Rhodes,Submission,2014-12-20,Barueri,Welterweight/Middleweight,-400.0,100.0,Brazilian,1.0,2.0,0.0
1701,Erick Silva,0,Matt Brown,TKO,2014-05-10,"Cincinnati, Ohio",Welterweight/Middleweight,-170.0,-170.0,Brazilian,0.0,2.0,0.0
1703,Erick Silva,1,Takenori Sato,TKO,2014-02-15,Jaragua do Sul,Welterweight/Middleweight,-1200.0,100.0,Brazilian,1.0,1.0,0.0
1704,Erick Silva,0,Dong Hyun Kim,TKO,2013-10-09,Barueri,Welterweight/Middleweight,-175.0,-175.0,Brazilian,0.0,1.0,0.0
1705,Erick Silva,1,Jason High,Submission,2013-06-08,Fortaleza,Welterweight/Middleweight,-305.0,100.0,Brazilian,1.0,1.0,0.0
1706,Erick Silva,0,Jon Fitch,Decision,2012-10-13,Rio de Janeiro,Welterweight/Middleweight,110.0,-100.0,Brazilian,0.0,1.0,0.0
1707,Erick Silva,1,Charlie Brenneman,Submission,2012-06-08,"Sunrise, Florida",Welterweight/Middleweight,-200.0,100.0,Brazilian,1.0,1.0,0.0
1708,Erick Silva,0,Carlo Prater,,2012-01-14,Rio de Janeiro,Welterweight/Middleweight,-420.0,-420.0,Brazilian,0.0,1.0,0.0
1709,Erick Silva,1,Luis Ramos,TKO,2011-08-27,Rio de Janeiro,Welterweight/Middleweight,-275.0,100.0,Brazilian,0.0,0.0,0.0
1710,Matt Brown,1,Tim Means,Submission,2015-07-11,"Las Vegas, Nevada",Welterweight/Middleweight,-190.0,100.0,American,2.0,9.0,2.0
1711,Matt Brown,0,Johny Hendricks,Decision,2015-03-14,"Dallas, Texas",Welterweight/Middleweight,190.0,-100.0,American,1.0,9.0,2.0
1712,Matt Brown,0,Robbie Lawler,Decision,2014-07-26,"San Jose, California",Welterweight/Middleweight,180.0,-100.0,American,0.0,9.0,2.0
1713,Matt Brown,1,Erick Silva,TKO,2014-05-10,"Cincinnati, Ohio",Welterweight/Middleweight,130.0,130.0,American,0.0,8.0,2.0
1714,Matt Brown,1,Mike Pyle,TKO,2013-08-17,"Boston, Massachusetts",Welterweight/Middleweight,-140.0,100.0,American,0.0,7.0,2.0
1715,Matt Brown,1,Jordan Mein,TKO,2013-04-20,"San Jose, California",Welterweight/Middleweight,190.0,190.0,American,0.0,6.0,2.0
1716,Matt Brown,1,Mike Swick,TKO,2012-12-08,"Seattle, Washington",Welterweight/Middleweight,-110.0,100.0,American,0.0,5.0,2.0
1717,Matt Brown,1,Luis Ramos,TKO,2012-06-22,"Atlantic City, New Jersey",Welterweight/Middleweight,-250.0,100.0,American,0.0,4.0,2.0
1718,Matt Brown,1,Stephen Thompson,Decision,2012-04-21,"Atlanta, Georgia",Welterweight/Middleweight,175.0,175.0,American,0.0,4.0,1.0
1719,Matt Brown,1,Chris Cope,TKO,2012-02-04,"Las Vegas, Nevada",Welterweight/Middleweight,-345.0,100.0,American,1.0,3.0,1.0
1720,Matt Brown,0,Seth Baczynski,Submission,2011-11-19,"San Jose, California",Welterweight/Middleweight,-205.0,-205.0,American,0.0,3.0,1.0
1721,Matt Brown,1,John Howard,Decision,2011-06-26,"Pittsburgh, Pennsylvania",Welterweight/Middleweight,180.0,180.0,American,3.0,3.0,0.0
1722,Matt Brown,0,Brian Foster,Submission,2010-11-20,"Auburn Hills, Michigan",Welterweight/Middleweight,100.0,-100.0,American,2.0,3.0,0.0
1723,Matt Brown,0,Chris Lytle,Submission,2010-07-03,"Las Vegas, Nevada",Welterweight/Middleweight,150.0,-100.0,American,1.0,3.0,0.0
1724,Matt Brown,0,Ricardo Almeida,Submission,2010-03-27,"Newark, New Jersey",Welterweight/Middleweight,-115.0,-115.0,American,0.0,3.0,0.0
1725,Matt Brown,1,James Wilks,TKO,2009-11-14,Manchester,Welterweight/Middleweight,-157.0,100.0,American,0.0,2.0,0.0
1726,Matt Brown,1,Pete Sell,TKO,2009-03-07,"Columbus, Ohio",Welterweight/Middleweight,-120.0,100.0,American,0.0,1.0,0.0
1727,Matt Brown,1,Ryan Thomas,Submission,2008-11-15,"Las Vegas, Nevada",Welterweight/Middleweight,-200.0,100.0,American,1.0,1.0,0.0
1728,Matt Brown,0,Dong Hyun Kim,Decision,2008-09-06,"Atlanta, Georgia",Welterweight/Middleweight,215.0,-100.0,American,0.0,1.0,0.0
1729,Matt Brown,1,Matt Arroyo,TKO,2008-06-21,"Las Vegas, Nevada",Welterweight/Middleweight,120.0,120.0,American,0.0,0.0,0.0
1730,Caol Uno,0,Gleison Tibau,TKO,2010-03-31,"Charlotte, North Carolina",Featherweight/Lightweight,-115.0,-115.0,Japanese,0.0,0.0,0.0
1732,Caol Uno,0,Spencer Fisher,Decision,2009-06-13,Cologne,Featherweight/Lightweight,215.0,-100.0,Japanese,0.0,0.0,0.0
1733,Riki Fukuda,0,Brad Tavares,Decision,2013-03-03,Saitama,Middleweight,-120.0,-120.0,Japanese,0.0,0.0,2.0
1734,Riki Fukuda,1,Tom DeBlass,Decision,2012-11-10,Macau,Middleweight,-280.0,100.0,Japanese,1.0,0.0,1.0
1735,Riki Fukuda,0,Costa Philippou,Decision,2012-07-07,"Las Vegas, Nevada",Middleweight,145.0,-100.0,Japanese,0.0,0.0,1.0
1736,Riki Fukuda,1,Steve Cantwell,Decision,2012-02-26,Saitama,Middleweight,-250.0,100.0,Japanese,1.0,0.0,0.0
1737,Riki Fukuda,0,Nick Ring,Decision,2011-02-27,Sydney,Middleweight,-105.0,-105.0,Japanese,0.0,0.0,0.0
1738,Joey Beltran,0,Fabio Maldonado,Decision,2013-10-09,Barueri,Middleweight/Light Heavyweight/Heavyweight,150.0,-100.0,American,0.0,2.0,1.0
1740,Joey Beltran,0,James Te Huna,Decision,2012-07-11,"San Jose, California",Middleweight/Light Heavyweight/Heavyweight,235.0,-100.0,American,2.0,2.0,1.0
1741,Joey Beltran,0,Lavar Johnson,TKO,2012-01-28,"Chicago, Illinois, United States",Middleweight/Light Heavyweight/Heavyweight,-220.0,-220.0,American,1.0,2.0,1.0
1742,Joey Beltran,0,Stipe Miocic,Decision,2011-10-08,"Houston, Texas, United States",Middleweight/Light Heavyweight/Heavyweight,180.0,-100.0,American,0.0,2.0,1.0
1743,Joey Beltran,1,Aaron Rosa,TKO,2011-06-11,"Vancouver, British Columbia",Middleweight/Light Heavyweight/Heavyweight,160.0,160.0,American,2.0,1.0,1.0
1744,Joey Beltran,0,Pat Barry,Decision,2011-01-22,"Fort Hood, Texas",Middleweight/Light Heavyweight/Heavyweight,235.0,-100.0,American,1.0,1.0,1.0
1745,Joey Beltran,0,Matt Mitrione,Decision,2010-09-25,"Indianapolis, Indiana",Middleweight/Light Heavyweight/Heavyweight,-175.0,-175.0,American,0.0,1.0,1.0
1746,Joey Beltran,1,Tim Hague,Decision,2010-05-08,"Montreal, Quebec, Canada",Middleweight/Light Heavyweight/Heavyweight,-120.0,100.0,American,0.0,1.0,0.0
1747,Joey Beltran,1,Rolles Gracie Jr.,TKO,2010-02-06,"Las Vegas, Nevada, United States",Middleweight/Light Heavyweight/Heavyweight,275.0,275.0,American,0.0,0.0,0.0
1748,Shayna Baszler,0,Amanda Nunes,TKO,2015-03-21,Rio de Janeiro,Bantamweight,200.0,-100.0,American,1.0,0.0,0.0
1749,Shayna Baszler,0,Bethe Correia,TKO,2014-08-30,"Sacramento, California",Bantamweight,120.0,-100.0,American,0.0,0.0,0.0
1750,Chris Dempsey,0,Jonathan Wilson,TKO,2015-08-08,"Nashville, Tennessee",Middleweight/Light Heavyweight/Heavyweight,150.0,-100.0,American,0.0,0.0,1.0
1751,Chris Dempsey,1,Eddie Gordon,Decision,2015-04-18,"Newark, New Jersey",Middleweight/Light Heavyweight/Heavyweight,260.0,260.0,American,1.0,0.0,0.0
1752,Chris Dempsey,0,Ilir Latifi,TKO,2014-07-19,Dublin,Middleweight/Light Heavyweight/Heavyweight,125.0,-100.0,American,0.0,0.0,0.0
1753,Takanori Gomi,0,Joe Lauzon,TKO,2015-07-25,"Chicago, Illinois",Lightweight/Welterweight,180.0,-100.0,Japanese,1.0,2.0,2.0
1754,Takanori Gomi,0,Myles Jury,TKO,2014-09-20,Saitama,Lightweight/Welterweight,285.0,-100.0,Japanese,0.0,2.0,2.0
1755,Takanori Gomi,1,Isaac Vallie-Flagg,Decision,2014-04-26,"Baltimore, Maryland",Lightweight/Welterweight,-185.0,100.0,Japanese,1.0,2.0,1.0
1756,Takanori Gomi,0,Diego Sanchez,Decision,2013-03-03,Saitama,Lightweight/Welterweight,260.0,-100.0,Japanese,0.0,2.0,1.0
1757,Takanori Gomi,1,Mac Danzig,Decision,2012-11-10,Macau,Lightweight/Welterweight,125.0,125.0,Japanese,0.0,2.0,0.0
1758,Takanori Gomi,1,Eiji Mitsuoka,TKO,2012-02-26,Saitama,Lightweight/Welterweight,-270.0,100.0,Japanese,2.0,1.0,0.0
1759,Takanori Gomi,0,Nate Diaz,Submission,2011-09-24,"Denver, Colorado",Lightweight/Welterweight,-120.0,-120.0,Japanese,1.0,1.0,0.0
1760,Takanori Gomi,0,Clay Guida,Submission,2011-01-01,"Las Vegas, Nevada",Lightweight/Welterweight,140.0,-100.0,Japanese,0.0,1.0,0.0
1761,Takanori Gomi,1,Tyson Griffin,TKO,2010-08-01,"San Diego, California",Lightweight/Welterweight,160.0,160.0,Japanese,1.0,0.0,0.0
1762,Takanori Gomi,0,Kenny Florian,Submission,2010-03-31,"Charlotte, North Carolina",Lightweight/Welterweight,180.0,-100.0,Japanese,0.0,0.0,0.0
1764,Zhang Lipeng,0,Chris Wade,Decision,2015-01-18,"Boston, Massachusetts",Lightweight/Welterweight,260.0,-100.0,Chinese,0.0,0.0,1.0
1765,Zhang Lipeng,1,Brendan O'Reilly,Decision,2014-08-24,Macau,Lightweight/Welterweight,125.0,125.0,Chinese,0.0,0.0,0.0
1767,Will Campuzano,0,Justin Scoggins,Decision,2014-03-15,"Dallas, Texas",Bantamweight/Flyweight,280.0,-100.0,"Mexican
American",3.0,0.0,0.0
1768,Will Campuzano,0,Sergio Pettis,Decision,2013-11-16,Las Vegas,Bantamweight/Flyweight,285.0,-100.0,"Mexican
American",2.0,0.0,0.0
1769,Will Campuzano,0,Chris Cariaso,Decision,2011-01-22,"Fort Hood, Texas",Bantamweight/Flyweight,-120.0,-120.0,"Mexican
American",1.0,0.0,0.0
1770,Will Campuzano,0,Nick Pace,Submission,2010-12-04,"Las Vegas, Nevada",Bantamweight/Flyweight,-125.0,-125.0,"Mexican
American",0.0,0.0,0.0
1771,George Roop,0,Rob Font,TKO,2014-07-05,"Las Vegas, Nevada",Bantamweight/Featherweight/Lightweight,-180.0,-180.0,American,0.0,2.0,3.0
1772,George Roop,1,Dustin Kimura,Decision,2014-04-16,"Quebec City, Quebec",Bantamweight/Featherweight/Lightweight,100.0,100.0,American,1.0,2.0,2.0
1773,George Roop,0,Francisco Rivera,TKO,2013-11-06,Fort Campbell,Bantamweight/Featherweight/Lightweight,-110.0,-110.0,American,0.0,2.0,2.0
1774,George Roop,1,Brian Bowles,TKO,2013-05-25,"Las Vegas, Nevada",Bantamweight/Featherweight/Lightweight,260.0,260.0,American,0.0,1.0,2.0
1775,George Roop,1,Reuben Duran,Decision,2013-03-16,"Montreal, Quebec",Bantamweight/Featherweight/Lightweight,-140.0,100.0,American,2.0,1.0,1.0
1776,George Roop,0,Cub Swanson,TKO,2012-01-28,"Chicago, Illinois",Bantamweight/Featherweight/Lightweight,180.0,-100.0,American,1.0,1.0,1.0
1777,George Roop,0,Hatsu Hioki,Decision,2011-10-29,"Las Vegas, Nevada",Bantamweight/Featherweight/Lightweight,150.0,-100.0,American,0.0,1.0,1.0
1778,George Roop,1,Josh Grispi,TKO,2011-06-04,"Las Vegas, Nevada",Bantamweight/Featherweight/Lightweight,280.0,280.0,American,2.0,0.0,1.0
1779,George Roop,0,Mark Hominick,TKO,2011-01-22,"Fort Hood, Texas",Bantamweight/Featherweight/Lightweight,170.0,-100.0,American,1.0,0.0,1.0
1780,George Roop,0,George Sotiropoulos,Submission,2009-08-08,"Philadelphia, Pennsylvania",Bantamweight/Featherweight/Lightweight,255.0,-100.0,American,0.0,0.0,1.0
1781,George Roop,1,Dave Kaplan,Decision,2009-05-23,"Las Vegas, Nevada",Bantamweight/Featherweight/Lightweight,-115.0,100.0,American,1.0,0.0,0.0
1782,George Roop,0,Shane Nelson,Decision,2008-12-13,"Las Vegas, Nevada",Bantamweight/Featherweight/Lightweight,-125.0,-125.0,American,0.0,0.0,0.0
1783,Ryan LaFlare,0,Demian Maia,Decision,2015-03-21,Rio de Janeiro,Welterweight,-125.0,-125.0,American,0.0,0.0,4.0
1784,Ryan LaFlare,1,John Howard,Decision,2014-04-11,Abu Dhabi,Welterweight,-230.0,100.0,American,0.0,0.0,3.0
1785,Ryan LaFlare,1,Court McGee,Decision,2013-12-14,"Sacramento, California",Welterweight,120.0,120.0,American,0.0,0.0,2.0
1786,Ryan LaFlare,1,Santiago Ponzinibbio,Decision,2013-11-09,Goiania,Welterweight,-140.0,100.0,American,0.0,0.0,1.0
1787,Ryan LaFlare,1,Ben Alloway,Decision,2013-04-06,Stockholm,Welterweight,-120.0,100.0,American,0.0,0.0,0.0
1788,Caio Magalhaes,0,Josh Samman,Submission,2015-07-12,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,-165.0,-165.0,Brazilian,0.0,2.0,1.0
1789,Caio Magalhaes,1,Trevor Smith,TKO,2014-11-08,Uberlandia,Middleweight/Light Heavyweight/Heavyweight,-175.0,100.0,Brazilian,0.0,1.0,1.0
1790,Caio Magalhaes,1,Luke Zachrich,TKO,2014-04-19,"Orlando, Florida",Middleweight/Light Heavyweight/Heavyweight,-280.0,100.0,Brazilian,0.0,0.0,1.0
1791,Caio Magalhaes,1,Nick Ring,Decision,2013-12-07,Brisbane,Middleweight/Light Heavyweight/Heavyweight,210.0,210.0,Brazilian,0.0,0.0,0.0
1792,Caio Magalhaes,1,Karlos Vemola,Submission,2013-06-08,Fortaleza,Middleweight/Light Heavyweight/Heavyweight,145.0,145.0,Brazilian,1.0,0.0,0.0
1793,Caio Magalhaes,0,Buddy Roberts,Decision,2012-06-08,"Sunrise, Florida",Middleweight/Light Heavyweight/Heavyweight,105.0,-100.0,Brazilian,0.0,0.0,0.0
1794,Antonio Banuelos,0,Miguel Torres,Decision,2011-02-05,"Las Vegas, Nevada",Bantamweight/Flyweight,325.0,-100.0,American,0.0,0.0,0.0
1798,Luigi Fioravanti,0,Anthony Johnson,TKO,2009-02-07,"Tampa, Florida",Welterweight,240.0,-100.0,American,0.0,0.0,2.0
1799,Luigi Fioravanti,1,Brodie Farber,Decision,2008-12-10,"Fayetteville, North Carolina",Welterweight,-325.0,100.0,American,1.0,0.0,1.0
1800,Luigi Fioravanti,0,Diego Sanchez,TKO,2008-06-21,"Las Vegas, Nevada",Welterweight,335.0,-100.0,American,0.0,0.0,1.0
1801,Luigi Fioravanti,1,Luke Cummo,Decision,2008-03-01,"Columbus, Ohio",Welterweight,-155.0,100.0,American,0.0,0.0,0.0
1803,Rashad Evans,1,Chael Sonnen,TKO,2013-11-16,Las Vegas,Light Heavyweight/Heavyweight,-230.0,100.0,American,0.0,3.0,5.0
1804,Rashad Evans,1,Dan Henderson,Decision,2013-06-15,"Winnipeg, Manitoba",Light Heavyweight/Heavyweight,-140.0,100.0,American,2.0,3.0,4.0
1805,Rashad Evans,0,Antonio Rogerio Nogueira,Decision,2013-02-02,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-360.0,-360.0,American,1.0,3.0,4.0
1806,Rashad Evans,0,Jon Jones,Decision,2012-04-21,"Atlanta, Georgia",Light Heavyweight/Heavyweight,425.0,-100.0,American,0.0,3.0,4.0
1807,Rashad Evans,1,Phil Davis,Decision,2012-01-28,"Chicago, Illinois",Light Heavyweight/Heavyweight,-165.0,100.0,American,0.0,3.0,3.0
1808,Rashad Evans,1,Tito Ortiz,TKO,2011-08-06,"Philadelphia, Pennsylvania",Light Heavyweight/Heavyweight,-450.0,100.0,American,0.0,2.0,3.0
1809,Rashad Evans,1,Quinton Jackson,Decision,2010-05-29,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-115.0,100.0,American,0.0,2.0,2.0
1810,Rashad Evans,1,Thiago Silva,Decision,2010-01-02,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-155.0,100.0,American,1.0,2.0,1.0
1811,Rashad Evans,0,Lyoto Machida,TKO,2009-05-23,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,125.0,-100.0,American,0.0,2.0,1.0
1812,Rashad Evans,1,Forrest Griffin,TKO,2008-12-27,"Las Vegas, Nevada",Light Heavyweight/Heavyweight,-115.0,100.0,American,0.0,1.0,1.0
1813,Rashad Evans,1,Chuck Liddell,TKO,2008-09-06,"Atlanta, Georgia",Light Heavyweight/Heavyweight,175.0,175.0,American,0.0,0.0,1.0
1814,Rashad Evans,1,Michael Bisping,Decision,2007-11-17,"Newark, New Jersey",Light Heavyweight/Heavyweight,-230.0,100.0,American,0.0,0.0,0.0
1816,Shane Carwin,0,Junior dos Santos,Decision,2011-06-11,"Vancouver, British Columbia",Heavyweight,200.0,-100.0,American,1.0,4.0,0.0
1817,Shane Carwin,0,Brock Lesnar,Submission,2010-07-03,"Las Vegas, Nevada",Heavyweight,185.0,-100.0,American,0.0,4.0,0.0
1818,Shane Carwin,1,Frank Mir,TKO,2010-03-27,"Newark, New Jersey",Heavyweight,130.0,130.0,American,0.0,3.0,0.0
1819,Shane Carwin,1,Gabriel Gonzaga,TKO,2009-03-07,"Columbus, Ohio",Heavyweight,125.0,125.0,American,0.0,2.0,0.0
1820,Shane Carwin,1,Neil Wain,TKO,2008-10-18,Birmingham,Heavyweight,-700.0,100.0,American,0.0,1.0,0.0
1821,Shane Carwin,1,Christian Wellisch,TKO,2008-05-24,"Las Vegas, Nevada",Heavyweight,100.0,100.0,American,0.0,0.0,0.0
1822,Pete Sell,0,Matt Brown,TKO,2009-03-07,"Columbus, Ohio",Welterweight/Middleweight,-120.0,-120.0,American,0.0,0.0,1.0
1823,Pete Sell,1,Josh Burkman,Decision,2008-10-25,"Rosemont, Illinois",Welterweight/Middleweight,135.0,135.0,American,1.0,0.0,0.0
1824,Pete Sell,0,Nate Quarry,TKO,2007-09-19,"Las Vegas, Nevada",Welterweight/Middleweight,300.0,-100.0,American,0.0,0.0,0.0
1825,Jesse Taylor,0,CB Dollaway,Submission,2008-07-19,Nevada,Welterweight/Middleweight/Light Heavyweight/Heavyweight,-160.0,-160.0,American,0.0,0.0,0.0
1826,Justin McCully,0,Mike Russow,Decision,2009-08-29,"Portland, Oregon",Heavyweight,195.0,-100.0,American,0.0,0.0,1.0
1827,Justin McCully,1,Eddie Sanchez,Decision,2008-12-10,"Fayetteville, North Carolina",Heavyweight,145.0,145.0,American,1.0,0.0,0.0
1828,Justin McCully,0,Gabriel Gonzaga,Submission,2008-07-05,"Las Vegas, Nevada",Heavyweight,400.0,-100.0,American,0.0,0.0,0.0
1829,Kiichi Kunimoto,0,Neil Magny,Submission,2015-02-14,"Broomfield, Colorado",Welterweight,225.0,-100.0,Japanese,0.0,0.0,1.0
1830,Kiichi Kunimoto,1,Richard Walsh,Decision,2014-09-20,Saitama,Welterweight,-210.0,100.0,Japanese,0.0,0.0,0.0
1831,Kiichi Kunimoto,1,Daniel Sarafian,Submission,2014-06-14,"Vancouver, British Columbia",Welterweight,225.0,225.0,Japanese,0.0,0.0,0.0
1832,Kiichi Kunimoto,1,Luiz Dutra Jr.,,2014-01-04,Marina Bay,Welterweight,140.0,140.0,Japanese,0.0,0.0,0.0
1833,Eric Schafer,0,Jorge Rivera,TKO,2012-01-20,"Nashville, Tennessee",Middleweight,-160.0,-160.0,American,3.0,1.0,0.0
1834,Eric Schafer,0,Aaron Simpson,Decision,2011-10-08,"Houston, Texas",Middleweight,210.0,-100.0,American,2.0,1.0,0.0
1835,Eric Schafer,0,Jason Brilz,Decision,2010-03-21,"Broomfield, Colorado",Middleweight,-115.0,-115.0,American,1.0,1.0,0.0
1836,Eric Schafer,0,Ryan Bader,Decision,2009-10-24,"Los Angeles, California",Middleweight,260.0,-100.0,American,0.0,1.0,0.0
1837,Eric Schafer,1,Antonio Mendes,TKO,2009-01-17,Dublin,Middleweight,-125.0,100.0,American,0.0,0.0,0.0
1838,Eric Schafer,1,Houston Alexander,Submission,2008-09-17,"Omaha, Nebraska",Middleweight,165.0,165.0,American,1.0,0.0,0.0
1839,Eric Schafer,0,Stephan Bonnar,TKO,2007-10-20,"Cincinnati, Ohio",Middleweight,250.0,-100.0,American,0.0,0.0,0.0
1840,Tyson Griffin,0,Bart Palaszewski,TKO,2011-10-29,"Las Vegas, Nevada",Featherweight/Lightweight,-320.0,-320.0,American,0.0,1.0,6.0
1841,Tyson Griffin,1,Manvel Gamburyan,Decision,2011-06-26,"Pittsburgh, Pennsylvania",Featherweight/Lightweight,-285.0,100.0,American,3.0,1.0,5.0
1842,Tyson Griffin,0,Nik Lentz,Decision,2010-11-20,"Auburn Hills, Michigan",Featherweight/Lightweight,-305.0,-305.0,American,2.0,1.0,5.0
1843,Tyson Griffin,0,Takanori Gomi,TKO,2010-08-01,"San Diego, California",Featherweight/Lightweight,-210.0,-210.0,American,1.0,1.0,5.0
1844,Tyson Griffin,0,Evan Dunham,Decision,2010-06-12,"Vancouver, British Columbia",Featherweight/Lightweight,-230.0,-230.0,American,0.0,1.0,5.0
1845,Tyson Griffin,1,Hermes Franca,TKO,2009-09-19,"Dallas, Texas",Featherweight/Lightweight,-205.0,100.0,American,0.0,0.0,5.0
1846,Tyson Griffin,1,Rafael dos Anjos,Decision,2009-04-01,"Nashville, Tennessee",Featherweight/Lightweight,-325.0,100.0,American,1.0,0.0,4.0
1847,Tyson Griffin,0,Sean Sherk,Decision,2008-10-25,"Rosemont, Illinois",Featherweight/Lightweight,175.0,-100.0,American,0.0,0.0,4.0
1848,Tyson Griffin,1,Marcus Aurelio,Decision,2008-07-05,"Las Vegas, Nevada",Featherweight/Lightweight,-325.0,100.0,American,0.0,0.0,3.0
1849,Tyson Griffin,1,Gleison Tibau,Decision,2008-02-02,"Las Vegas, Nevada",Featherweight/Lightweight,-285.0,100.0,American,0.0,0.0,2.0
1850,Tyson Griffin,1,Thiago Tavares,Decision,2007-09-22,"Anaheim, California",Featherweight/Lightweight,-130.0,100.0,American,0.0,0.0,1.0
1851,Tyson Griffin,1,Clay Guida,Decision,2007-06-16,Belfast,Featherweight/Lightweight,-170.0,100.0,American,0.0,0.0,0.0
1852,Jake Shields,0,Hector Lombard,Decision,2014-03-15,"Dallas, Texas",Welterweight/Middleweight,125.0,-100.0,American,0.0,0.0,4.0
1853,Jake Shields,1,Demian Maia,Decision,2013-10-09,Barueri,Welterweight/Middleweight,175.0,175.0,American,0.0,0.0,3.0
1854,Jake Shields,1,Tyron Woodley,Decision,2013-06-15,Winnipeg,Welterweight/Middleweight,130.0,130.0,American,0.0,0.0,2.0
1856,Jake Shields,1,Yoshihiro Akiyama,Decision,2012-02-26,Saitama,Welterweight/Middleweight,-245.0,100.0,American,2.0,0.0,1.0
1857,Jake Shields,0,Jake Ellenberger,TKO,2011-09-17,"New Orleans, Louisiana",Welterweight/Middleweight,-230.0,-230.0,American,1.0,0.0,1.0
1858,Jake Shields,0,Georges St-Pierre,Decision,2011-04-30,"Toronto, Ontario",Welterweight/Middleweight,350.0,-100.0,American,0.0,0.0,1.0
1859,Jake Shields,1,Martin Kampmann,Decision,2010-10-23,"Anaheim, California",Welterweight/Middleweight,-365.0,100.0,American,0.0,0.0,0.0
1860,Roger Gracie,0,Tim Kennedy,Decision,2013-07-06,"Las Vegas, Nevada",Middleweight/Light Heavyweight/Heavyweight,120.0,-100.0,Brazilian,0.0,0.0,0.0
1863,Maciej Jewtuszko,0,Curt Warburton,Decision,2011-02-27,Sydney,Lightweight,-195.0,-195.0,Polish,0.0,0.0,0.0
1864,David Baron,0,Jim Miller,Submission,2008-10-18,London,Welterweight,115.0,-100.0,French,0.0,0.0,0.0
1865,Matt Veach,0,Paul Kelly,Submission,2010-04-10,Abu Dhabi,Lightweight/Welterweight,-160.0,-160.0,American,1.0,1.0,0.0
1866,Matt Veach,0,Frankie Edgar,Submission,2009-12-05,Las Vegas,Lightweight/Welterweight,375.0,-100.0,American,0.0,1.0,0.0
